StudentProfileId,SchCd,StaffID,Score,CompetencyLevel
12235425,406347,1647493,0.3,Beginner
12235927,492972,1532542,0.366666667,Beginner
12236379,468848,1479129,0.8,Skilled
12237168,410846,1278382,0.466666667,Learner
12237233,416045,1557420,0.666666667,Skilled
12237339,220901,1251153,0.7,Skilled
12237746,224775,1266927,0.3,Beginner
12237801,498027,1422797,0.8,Skilled
12237955,504640,1561625,0.766666667,Skilled
12238115,504640,1561625,0.833333333,Expert
12238269,224895,1506298,0.5,Learner
12238955,475768,1558092,0.333333333,Beginner
12239100,475768,1558092,0.233333333,Beginner
12239201,411105,1757953,0.833333333,Expert
12239421,470159,1532642,0.9,Expert
12240351,400716,1534595,0.566666667,Learner
12240541,217518,1741688,0.166666667,Beginner
12241059,472085,1760965,0.433333333,Learner
12241628,212481,1746006,0.633333333,Learner
12241715,490341,1526753,0.166666667,Beginner
12242447,479555,1782262,0.266666667,Beginner
12243231,486165,1644658,0.666666667,Skilled
12244401,460180,1767915,0.5,Learner
12244504,408379,1532798,0.633333333,Learner
12245835,494209,1780410,0.133333333,Beginner
12246245,485147,1313337,0.233333333,Beginner
12247832,503059,1537154,0.633333333,Learner
12248036,447907,1355108,0.266666667,Beginner
12248531,503059,1537154,0.666666667,Skilled
12248887,503059,1537154,0.633333333,Learner
12249758,410004,1499361,0.233333333,Beginner
12251403,225042,1765063,0.7,Skilled
12251932,484559,1758074,0.866666667,Expert
12252026,220634,1737917,0.433333333,Learner
12252790,462484,1420407,0.366666667,Beginner
12253647,408252,1429466,0.4,Beginner
12253692,477616,1663137,0.166666667,Beginner
12253848,214990,1044353,0.366666667,Beginner
12254006,404969,1775433,0.933333333,Expert
12255254,484465,1278312,0.666666667,Skilled
12256218,486271,1482896,0.966666667,Master
12256639,212279,1252358,0.483333333,Learner
12257036,470960,1433771,0.933333333,Expert
12257716,483282,1559982,0.533333333,Learner
12257982,470960,1433771,1,Master
12258591,424938,1429323,0.6,Learner
12259906,223349,1548941,0.433333333,Learner
12259944,224554,1699892,0.666666667,Skilled
12259972,467358,1394513,0.3,Beginner
12261238,413756,1535613,0.533333333,Learner
12261853,494408,1557098,0.033333333,Beginner
12263387,486845,1332209,0.833333333,Expert
12263713,504156,1767971,0.7,Skilled
12264107,225141,1142633,0.366666667,Beginner
12265973,222648,1252221,0.566666667,Learner
12266016,222648,1252221,0.3,Beginner
12266137,476839,1500224,0.566666667,Learner
12266187,214368,1269193,0.8,Skilled
12266418,413606,1782948,0.2,Beginner
12266419,214906,1233553,0.666666667,Skilled
12266648,485314,1507023,0.166666667,Beginner
12267073,470547,1559236,0.666666667,Skilled
12267180,480496,1503534,0.8,Skilled
12267589,470943,1561727,0.7,Skilled
12267654,483916,1562153,0.4,Beginner
12268393,212147,1192249,0.833333333,Expert
12268438,469095,1560313,0.366666667,Beginner
12268442,218099,1172437,0.566666667,Learner
12268510,493609,1531079,0.4,Beginner
12268511,493609,1531079,0.466666667,Learner
12268520,478268,1767936,0.4,Beginner
12268534,505925,1037816,0.2,Beginner
12268539,411756,1268044,0.633333333,Learner
12268566,223996,1138383,0.266666667,Beginner
12268596,225134,1075883,0.4,Beginner
12268616,220665,1235747,0.4,Beginner
12268637,493609,1531079,0.433333333,Learner
12268671,407085,1491431,0.333333333,Beginner
12268698,487674,1533617,0.8,Skilled
12268702,414353,1776362,0.4,Beginner
12268781,492158,1436177,0.566666667,Learner
12268787,433391,1717567,0.133333333,Beginner
12268832,483443,1535916,0.5,Learner
12268839,406693,1773120,0.566666667,Learner
12268914,505741,1755415,0.466666667,Learner
12268917,406764,1778385,0.766666667,Skilled
12268966,221044,1681699,0.266666667,Beginner
12268967,220665,1235747,0.2,Beginner
12268993,470943,1561727,0.633333333,Learner
12269004,214906,1233553,0.8,Skilled
12269055,505741,1755415,0.233333333,Beginner
12269176,484070,1508502,0.466666667,Learner
12269197,484070,1508502,0.666666667,Skilled
12269270,469796,1503099,0.3,Beginner
12269276,472268,1532746,0.566666667,Learner
12269345,224790,1771029,0.566666667,Learner
12269354,407028,1769741,0.933333333,Expert
12269397,472268,1532746,0.633333333,Learner
12269436,221562,1227395,0.433333333,Learner
12269454,472268,1532746,0.6,Learner
12269519,212272,1014893,0.466666667,Learner
12269571,221562,1227395,0.4,Beginner
12269648,223755,1670546,0.2,Beginner
12269649,223755,1670546,0.133333333,Beginner
12269701,222333,1238339,0.666666667,Skilled
12269730,406546,1716309,0.8,Skilled
12269743,477616,1663137,0.433333333,Learner
12269758,211652,1564902,0.5,Learner
12269784,211652,1564902,0.566666667,Learner
12269805,227106,1785311,0.366666667,Beginner
12269842,211652,1564902,0.466666667,Learner
12269845,211652,1564902,0.566666667,Learner
12269861,472258,1557467,0.266666667,Beginner
12269907,217883,1760090,0.766666667,Skilled
12269925,217883,1760090,0.8,Skilled
12269950,472258,1557467,0.233333333,Beginner
12269974,217883,1760090,0.5,Learner
12269985,503494,1308681,0.666666667,Skilled
12270044,470942,1322841,0.333333333,Beginner
12270091,406693,1773120,0.433333333,Learner
12270093,214727,1779226,0.6,Learner
12270146,487674,1533617,0.8,Skilled
12270190,406693,1773120,0.566666667,Learner
12270204,482021,1377113,0.666666667,Skilled
12270213,211386,1772367,0.933333333,Expert
12270228,406880,1755096,0.333333333,Beginner
12270237,487301,1502018,0.4,Beginner
12270244,400705,1276758,0.266666667,Beginner
12270272,430216,1502278,0.633333333,Learner
12270287,400705,1276758,0.133333333,Beginner
12270310,406650,1769665,0.4,Beginner
12270409,449388,1506466,0.366666667,Beginner
12270422,469036,1488699,0.833333333,Expert
12270428,449388,1506466,0.366666667,Beginner
12270435,469036,1488699,0.8,Skilled
12270505,406880,1755096,0.633333333,Learner
12270514,220540,1255115,0.133333333,Beginner
12270516,220540,1255115,0.233333333,Beginner
12270618,466939,1755196,0.333333333,Beginner
12270660,490290,1706501,0.666666667,Skilled
12270663,452553,1732173,0.9,Expert
12270683,478561,1373293,0.1,Beginner
12270715,452553,1732173,0.8,Skilled
12270748,486477,1778792,0.7,Skilled
12270752,486477,1778792,0.533333333,Learner
12270753,486477,1778792,0.633333333,Learner
12270755,408669,1335947,0.9,Expert
12270757,477162,1330116,0.8,Skilled
12270767,474663,1753754,0.866666667,Expert
12270771,486477,1778792,0.7,Skilled
12270780,472268,1532746,0.5,Learner
12270800,486477,1778792,0.4,Beginner
12270803,474663,1753754,0.866666667,Expert
12270842,215498,1109581,0.333333333,Beginner
12270850,213345,1232801,0.833333333,Expert
12270867,486477,1778792,0.7,Skilled
12270870,486477,1778792,0.566666667,Learner
12270878,486477,1778792,0.666666667,Skilled
12270896,411677,1648299,0.133333333,Beginner
12270917,499276,1500960,0.733333333,Skilled
12270948,486477,1778792,0.766666667,Skilled
12270951,486477,1778792,0.6,Learner
12270958,408669,1335947,0.833333333,Expert
12270977,411677,1648299,0.433333333,Learner
12270991,464650,1784661,0.833333333,Expert
12271108,411677,1648299,0.633333333,Learner
12271177,411677,1648299,0.2,Beginner
12271208,474508,1337417,0.766666667,Skilled
12271220,474508,1337417,0.9,Expert
12271305,211652,1564902,0.633333333,Learner
12271371,211652,1564902,0.466666667,Learner
12271402,473244,1482214,0.433333333,Learner
12271620,224937,1768150,0.833333333,Expert
12271622,473244,1482214,0.433333333,Learner
12271692,406546,1716309,0.566666667,Learner
12271702,224937,1768150,0.5,Learner
12271715,218291,1062692,0.833333333,Expert
12271762,478002,1651048,0.266666667,Beginner
12271829,218291,1062692,0.866666667,Expert
12271902,212848,1137908,0.333333333,Beginner
12271965,404863,1254080,0.333333333,Beginner
12271966,404863,1254080,0.133333333,Beginner
12271983,470927,1501644,0.766666667,Skilled
12272023,470927,1501644,0.933333333,Expert
12272124,211717,1168183,0.666666667,Skilled
12272178,221046,1022410,0.233333333,Beginner
12272236,466963,1532839,0.766666667,Skilled
12272237,500070,1437964,0.8,Skilled
12272238,498554,1752930,0.766666667,Skilled
12272299,220767,1783987,0.5,Learner
12272317,466963,1532839,0.7,Skilled
12272342,500070,1437964,0.7,Skilled
12272361,483982,1767715,0.566666667,Learner
12272375,211647,1267272,0.4,Beginner
12272389,414207,1486861,0.5,Learner
12272397,411677,1648299,0.533333333,Learner
12272414,470927,1501644,0.8,Skilled
12272451,470927,1501644,0.733333333,Skilled
12272508,464680,1499335,0.333333333,Beginner
12272524,412805,1757253,0.633333333,Learner
12272538,414207,1486861,0.566666667,Learner
12272602,222333,1238339,0.833333333,Expert
12272630,498499,1757109,0.733333333,Skilled
12272642,214867,1081018,0.466666667,Learner
12272643,214867,1081018,0.233333333,Beginner
12272656,214867,1081018,0.366666667,Beginner
12272879,496880,1760115,0.166666667,Beginner
12272886,217105,1751806,0.866666667,Expert
12272938,496880,1760115,0.2,Beginner
12272973,496880,1760115,0.566666667,Learner
12273003,474872,1754239,0.966666667,Master
12273079,223944,1772939,0.833333333,Expert
12273086,478717,1754219,0.6,Learner
12273277,470198,1753413,0.633333333,Learner
12273343,213540,1784024,0.466666667,Learner
12273395,410280,1716776,0.6,Learner
12273399,497865,1561814,0.7,Skilled
12273408,213309,1260225,0.9,Expert
12273497,212357,1007473,0.133333333,Beginner
12273627,503202,1022073,0.733333333,Skilled
12273643,410058,1752022,0.566666667,Learner
12273645,470927,1501644,0.933333333,Expert
12273658,213385,1064984,0.8,Skilled
12273725,407438,1551259,0.033333333,Beginner
12273769,410058,1752022,0.133333333,Beginner
12273784,407438,1551259,0.833333333,Expert
12273791,477595,1536062,0.766666667,Skilled
12273865,215243,1058572,0.9,Expert
12273936,473533,1780865,0.266666667,Beginner
12273982,410304,1562326,0.733333333,Skilled
12274015,406818,1365018,0.1,Beginner
12274127,502516,1534622,0.766666667,Skilled
12274129,502516,1534622,0.833333333,Expert
12274176,491106,1533068,0.766666667,Skilled
12274195,502516,1534622,0.566666667,Learner
12274212,502516,1534622,0.766666667,Skilled
12274260,217962,1045944,0.566666667,Learner
12274263,211718,1042492,0.733333333,Skilled
12274297,224009,1773191,0.633333333,Learner
12274308,409098,1387860,0.7,Skilled
12274310,407438,1551259,0.833333333,Expert
12274321,409098,1387860,0.766666667,Skilled
12274329,407438,1551259,0.9,Expert
12274364,409098,1387860,0.933333333,Expert
12274373,407438,1551259,0.9,Expert
12274378,505702,1339217,0.733333333,Skilled
12274383,211718,1042492,0.833333333,Expert
12274409,213962,1700804,0.1,Beginner
12274410,501419,1717907,0.2,Beginner
12274413,409098,1387860,0.933333333,Expert
12274430,500366,1781318,0.7,Skilled
12274436,211717,1168183,0.6,Learner
12274508,500366,1781318,0.766666667,Skilled
12274517,500366,1781318,0.733333333,Skilled
12274531,409098,1387860,1,Master
12274584,470927,1501644,0.9,Expert
12274710,214867,1081018,0.2,Beginner
12274741,411677,1648299,0.533333333,Learner
12274745,217277,1126785,0.933333333,Expert
12274838,472140,1536567,0.4,Beginner
12274900,410048,1534873,0.833333333,Expert
12274924,410048,1534873,0.833333333,Expert
12274954,410048,1534873,0.966666667,Master
12275008,461544,1747523,0.7,Skilled
12275020,467616,1338921,0.666666667,Skilled
12275050,486198,1568495,0.666666667,Skilled
12275081,213466,1005016,0.966666667,Master
12275133,461544,1747523,0.666666667,Skilled
12275142,467616,1338921,0.666666667,Skilled
12275157,486198,1568495,0.066666667,Beginner
12275162,486198,1568495,0.533333333,Learner
12275164,467403,1533399,0.8,Skilled
12275171,215246,1063881,0.6,Learner
12275215,214873,1239163,0.6,Learner
12275220,214873,1239163,0.633333333,Learner
12275297,220901,1251153,0.133333333,Beginner
12275349,504168,1315990,0.9,Expert
12275377,220901,1251153,0.266666667,Beginner
12275515,483982,1767715,0.5,Learner
12275517,483982,1767715,0.466666667,Learner
12275590,211447,1663565,0.566666667,Learner
12275709,411101,1628512,0.433333333,Learner
12275758,470927,1501644,0.933333333,Expert
12275817,470932,1431820,0.633333333,Learner
12275820,408915,1387312,0.533333333,Learner
12275951,479581,1778598,0.133333333,Beginner
12275974,470927,1501644,0.8,Skilled
12275978,497721,1431385,0.9,Expert
12276081,215480,1754366,0.733333333,Skilled
12276412,484285,1537341,0.566666667,Learner
12276441,495223,1781122,0.633333333,Learner
12276444,484285,1537341,0.733333333,Skilled
12276557,215548,1663031,0.833333333,Expert
12276569,490032,1535239,0.8,Skilled
12276577,478470,1754536,0.7,Skilled
12276603,492837,1318734,0.9,Expert
12276619,220817,1784316,0.566666667,Learner
12276641,412756,1516193,0.466666667,Learner
12276651,498586,1416837,0.766666667,Skilled
12276730,222352,1141670,0.9,Expert
12276752,513774,1774981,0.433333333,Learner
12276757,222352,1141670,0.9,Expert
12276779,470174,1501330,0.166666667,Beginner
12276789,211389,1090466,0.766666667,Skilled
12276809,222331,1254736,0.633333333,Learner
12276876,495886,1498565,0.766666667,Skilled
12276928,211717,1168183,0.133333333,Beginner
12276940,211717,1168183,0.533333333,Learner
12277069,471731,1531431,0.166666667,Beginner
12277088,224639,1038124,0.8,Skilled
12277098,220817,1784316,0.4,Beginner
12277132,497162,1324029,0.733333333,Skilled
12277279,220632,1784556,0.7,Skilled
12277371,489950,1463485,0.433333333,Learner
12277396,471731,1531431,0.3,Beginner
12277434,215485,1258629,0.133333333,Beginner
12277463,489950,1463485,0.833333333,Expert
12277488,220632,1784556,0.633333333,Learner
12277603,467226,1340715,0.8,Skilled
12277643,411883,1754275,0.833333333,Expert
12277659,211389,1090466,0.666666667,Skilled
12277661,411883,1754275,0.766666667,Skilled
12277990,492837,1318734,0.866666667,Expert
12278036,411327,1532850,0.766666667,Skilled
12278041,487686,1500629,0.8,Skilled
12278118,211717,1168183,0.133333333,Beginner
12278151,498537,1520003,0.333333333,Beginner
12278212,400735,1731909,0.633333333,Learner
12278223,497208,1515007,0.2,Beginner
12278379,472226,1790750,0.7,Skilled
12278389,488767,1335346,0.366666667,Beginner
12278413,489280,1506723,0.7,Skilled
12278421,219763,1172784,0.933333333,Expert
12278439,486512,1260820,0.666666667,Skilled
12278501,486512,1260820,0.633333333,Learner
12278520,486512,1260820,0.666666667,Skilled
12278539,221046,1022410,0.333333333,Beginner
12278542,215498,1109581,0.5,Learner
12278571,498087,1724108,0.8,Skilled
12278572,498087,1724108,0.5,Learner
12278575,498087,1724108,0.8,Skilled
12278583,215498,1109581,0.266666667,Beginner
12278618,215498,1109581,0.766666667,Skilled
12278636,498087,1724108,0.766666667,Skilled
12278638,215498,1109581,0.166666667,Beginner
12278671,485077,1445746,0.666666667,Skilled
12278718,422710,1761073,0.4,Beginner
12278763,485077,1445746,0.666666667,Skilled
12278780,411327,1532850,0.733333333,Skilled
12278918,411327,1532850,0.866666667,Expert
12279078,497457,1500958,0.533333333,Learner
12279176,222601,1250007,0.033333333,Beginner
12279209,223124,1041904,0.566666667,Learner
12279215,406459,1418120,0.233333333,Beginner
12279223,406459,1418120,0.166666667,Beginner
12279257,485077,1445746,0.666666667,Skilled
12279308,484285,1537341,0.6,Learner
12279321,213345,1232801,0.933333333,Expert
12279322,484285,1537341,0.4,Beginner
12279354,220900,1234057,0.866666667,Expert
12279356,487706,1532776,0.166666667,Beginner
12279384,487706,1532776,0.233333333,Beginner
12279385,465871,1532524,0.533333333,Learner
12279398,465871,1532524,0.5,Learner
12279400,465871,1532524,0.433333333,Learner
12279435,465871,1532524,0.466666667,Learner
12279446,497457,1500958,0.6,Learner
12279487,488860,1341189,0.733333333,Skilled
12279538,402061,1532551,0.433333333,Learner
12279583,473533,1780865,0.3,Beginner
12279630,402061,1532551,0.533333333,Learner
12279683,400895,1645677,0.366666667,Beginner
12279763,400895,1645677,0.366666667,Beginner
12279853,217511,1254111,0.366666667,Beginner
12279951,491363,1568504,0.7,Skilled
12280018,482308,1301741,0.5,Learner
12280063,222637,1122290,0.766666667,Skilled
12280184,495223,1781122,0.433333333,Learner
12280244,482308,1301741,0.433333333,Learner
12280277,485283,1537380,0.833333333,Expert
12280332,471731,1531431,0.266666667,Beginner
12280371,400705,1276758,0.233333333,Beginner
12280385,471731,1531431,0.266666667,Beginner
12280423,400705,1276758,0.266666667,Beginner
12280424,504421,1453541,0.6,Learner
12280427,471731,1531431,0.266666667,Beginner
12280517,514219,1757189,0.666666667,Skilled
12280601,462133,1758282,0.333333333,Beginner
12280602,215490,1036797,0.633333333,Learner
12280610,220318,1269459,0.6,Learner
12280663,462133,1758282,0.166666667,Beginner
12280698,485283,1537380,0.8,Skilled
12280731,497851,1649376,0.8,Skilled
12280797,212070,1786347,0.166666667,Beginner
12280884,478564,1303505,0.733333333,Skilled
12280889,474410,1535458,0.233333333,Beginner
12280932,212272,1014893,0.5,Learner
12280943,217670,1564878,0.9,Expert
12280954,478564,1303505,0.566666667,Learner
12280967,215261,1136711,0.366666667,Beginner
12280972,220318,1269459,0.766666667,Skilled
12281019,468745,1559349,0.733333333,Skilled
12281027,423086,1717878,0.566666667,Learner
12281052,488600,1630997,0.666666667,Skilled
12281067,413427,1239909,0.266666667,Beginner
12281202,493008,1534517,0.9,Expert
12281251,497910,1771628,0.566666667,Learner
12281342,473003,1533671,0.8,Skilled
12281405,471731,1531431,0.266666667,Beginner
12281460,215412,1194390,0.733333333,Skilled
12281473,406650,1769665,0.766666667,Skilled
12281480,485283,1537380,0.8,Skilled
12281482,406650,1769665,0.566666667,Learner
12281540,214124,1043099,0.733333333,Skilled
12281544,496380,1728173,0.533333333,Learner
12281586,406650,1769665,0.333333333,Beginner
12281611,496380,1728173,0.4,Beginner
12281637,496380,1728173,0.6,Learner
12281647,463845,1307636,0.233333333,Beginner
12281653,471731,1531431,0.566666667,Learner
12281661,223349,1548941,0.366666667,Beginner
12281699,505403,1336939,0.633333333,Learner
12281703,413131,1662868,0.866666667,Expert
12281749,489950,1463485,0.166666667,Beginner
12281808,499276,1500960,0.733333333,Skilled
12281825,414123,1755139,0.633333333,Learner
12281891,463845,1307636,0.2,Beginner
12281927,472348,1535740,0.766666667,Skilled
12281929,489950,1463485,0.4,Beginner
12281987,212272,1014893,0.433333333,Learner
12282153,462036,1359930,0.5,Learner
12282186,408915,1387312,0.233333333,Beginner
12282202,498279,1726746,0.833333333,Expert
12282206,226825,1565170,0.266666667,Beginner
12282267,462036,1359930,0.633333333,Learner
12282306,472348,1535740,0.666666667,Skilled
12282319,506214,1557675,0.833333333,Expert
12282489,474799,1559294,0.6,Learner
12282549,467076,1641328,0.766666667,Skilled
12282551,472890,1535561,0.6,Learner
12282598,223349,1548941,0.266666667,Beginner
12282663,489400,1527388,0.6,Learner
12282698,408915,1387312,0.1,Beginner
12282699,472890,1535561,0.666666667,Skilled
12282717,408915,1387312,0.5,Learner
12282789,408915,1387312,0.033333333,Beginner
12282793,413131,1662868,0.833333333,Expert
12282797,489400,1527388,0.3,Beginner
12282834,408915,1387312,0.666666667,Skilled
12282870,489400,1527388,0.133333333,Beginner
12282875,467792,1313535,0.533333333,Learner
12282910,408915,1387312,0.7,Skilled
12283023,467792,1313535,0.666666667,Skilled
12283028,487304,1501979,0.433333333,Learner
12283036,467076,1641328,0.766666667,Skilled
12283082,487304,1501979,0.466666667,Learner
12283096,467076,1641328,0.6,Learner
12283106,498499,1757109,0.7,Skilled
12283193,498499,1757109,0.866666667,Expert
12283198,498279,1726746,0.9,Expert
12283251,468745,1559349,0.866666667,Expert
12283252,468745,1559349,0.833333333,Expert
12283285,485283,1537380,0.8,Skilled
12283389,485283,1537380,0.8,Skilled
12283390,485283,1537380,0.8,Skilled
12283446,485283,1537380,0.833333333,Expert
12283526,409375,1234290,0.966666667,Master
12283549,488600,1630997,0.2,Beginner
12283599,409375,1234290,0.766666667,Skilled
12283611,409375,1234290,0.8,Skilled
12283651,506214,1557675,0.133333333,Beginner
12283652,506214,1557675,0.466666667,Learner
12283661,222352,1141670,0.766666667,Skilled
12283707,413186,1781204,0.133333333,Beginner
12283728,222352,1141670,0.866666667,Expert
12283776,215467,1054782,0.133333333,Beginner
12283813,222352,1141670,0.833333333,Expert
12283837,215467,1054782,0.3,Beginner
12283880,215467,1054782,0.6,Learner
12283892,215467,1054782,0.533333333,Learner
12284033,413131,1662868,0.733333333,Skilled
12284043,413041,1291441,0.666666667,Skilled
12284148,214127,1562975,0.366666667,Beginner
12284159,475344,1762265,0.2,Beginner
12284207,221725,1238165,0.9,Expert
12284237,221682,1168151,0.433333333,Learner
12284279,406061,1765392,0.7,Skilled
12284286,211973,1099645,0.933333333,Expert
12284338,223473,1189114,0.633333333,Learner
12284347,488767,1335346,0.466666667,Learner
12284355,408954,1763369,0.333333333,Beginner
12284438,496380,1728173,0.533333333,Learner
12284545,496380,1728173,0.666666667,Skilled
12284568,214127,1562975,0.6,Learner
12284585,223136,1146559,0.133333333,Beginner
12284599,412163,1774487,0.866666667,Expert
12284646,496380,1728173,0.7,Skilled
12284677,224869,1232942,0.3,Beginner
12284692,470868,1498770,0.666666667,Skilled
12284795,214127,1562975,0.633333333,Learner
12284807,214127,1562975,0.566666667,Learner
12284856,223136,1146559,0.233333333,Beginner
12284866,220817,1784316,0.366666667,Beginner
12284905,409350,1522698,0.366666667,Beginner
12284938,409350,1522698,0.233333333,Beginner
12285039,496832,1500955,0.533333333,Learner
12285042,211736,1226791,0.366666667,Beginner
12285072,211736,1226791,0.466666667,Learner
12285087,211736,1226791,0.4,Beginner
12285117,215604,1684972,0.133333333,Beginner
12285147,211736,1226791,0.733333333,Skilled
12285154,211736,1226791,0.9,Expert
12285159,463696,1441142,0.633333333,Learner
12285199,463696,1441142,0.733333333,Skilled
12285242,226888,1143580,0.666666667,Skilled
12285260,410280,1716776,0.733333333,Skilled
12285269,226888,1143580,0.433333333,Learner
12285278,470815,1556988,0.2,Beginner
12285510,499517,1765460,0.133333333,Beginner
12285524,498438,1502176,0.733333333,Skilled
12285613,498438,1502176,0.433333333,Learner
12285652,499517,1765460,0.6,Learner
12285693,499517,1765460,0.2,Beginner
12285788,214127,1562975,0.633333333,Learner
12286088,214127,1562975,0.7,Skilled
12286118,214127,1562975,0.033333333,Beginner
12286144,489197,1753624,0.7,Skilled
12286146,489197,1753624,0.733333333,Skilled
12286156,221520,1700405,0.233333333,Beginner
12286176,221682,1168151,0.233333333,Beginner
12286190,488767,1335346,0.5,Learner
12286347,214363,1251031,0.533333333,Learner
12286411,465914,1706334,0.666666667,Skilled
12286450,222694,1184105,0.3,Beginner
12286539,465914,1706334,0.466666667,Learner
12286543,495895,1414244,0.633333333,Learner
12286552,478717,1754219,0.466666667,Learner
12286622,465914,1706334,0.466666667,Learner
12286624,465914,1706334,0.8,Skilled
12286759,471677,1442081,0.2,Beginner
12286777,476926,1487619,0.266666667,Beginner
12286821,211741,1183702,0.644444444,Learner
12286912,211741,1183702,0.783333333,Skilled
12286968,406061,1765392,0.866666667,Expert
12286983,215487,1113964,0.3,Beginner
12287004,215487,1113964,0.2,Beginner
12287037,215487,1113964,0.1,Beginner
12287038,475636,1487265,0.5,Learner
12287094,215487,1113964,0.6,Learner
12287111,413090,1752934,0.9,Expert
12287182,215487,1113964,0.6,Learner
12287210,406061,1765392,0.8,Skilled
12287226,495895,1414244,0.6,Learner
12287441,487301,1502018,0.4,Beginner
12287452,215487,1113964,0.2,Beginner
12287499,215487,1113964,0.6,Learner
12287505,413070,1662362,0.433333333,Learner
12287545,221852,1737597,0.233333333,Beginner
12287546,487301,1502018,0.7,Skilled
12287589,215487,1113964,0.566666667,Learner
12287638,487301,1502018,0.6,Learner
12287675,220598,1707392,0.266666667,Beginner
12287770,473067,1536526,0.533333333,Learner
12287780,500366,1781318,0.3,Beginner
12287872,503202,1022073,0.766666667,Skilled
12287881,487301,1502018,0.2,Beginner
12287889,414207,1486861,0.7,Skilled
12287905,500366,1781318,0.666666667,Skilled
12287915,500366,1781318,0.633333333,Learner
12287997,222229,1256033,0.733333333,Skilled
12288049,215487,1113964,0.6,Learner
12288069,414207,1486861,0.5,Learner
12288145,488600,1630997,0.7,Skilled
12288180,414207,1486861,0.6,Learner
12288298,414207,1486861,0.633333333,Learner
12288313,414207,1486861,0.566666667,Learner
12288324,414207,1486861,0.366666667,Beginner
12288335,414207,1486861,0.7,Skilled
12288383,488600,1630997,0.666666667,Skilled
12288444,502516,1534622,0.8,Skilled
12288622,497757,1499691,0.7,Skilled
12288629,471537,1760172,0.5,Learner
12288733,216358,1090619,0.2,Beginner
12288771,497146,1495031,0.333333333,Beginner
12288780,215490,1036797,0.166666667,Beginner
12288794,216358,1090619,0.5,Learner
12288806,216166,1040974,0.566666667,Learner
12288824,469913,1347212,0.6,Learner
12288858,216358,1090619,0.7,Skilled
12288932,220612,1124692,0.533333333,Learner
12289018,469913,1347212,0.633333333,Learner
12289061,215485,1258629,0.133333333,Beginner
12289081,216325,1206411,0.4,Beginner
12289184,497146,1495031,0.266666667,Beginner
12289196,493692,1501155,0.8,Skilled
12289251,212771,1340294,0.166666667,Beginner
12289256,220662,1783937,0.233333333,Beginner
12289280,411297,1753396,0.566666667,Learner
12289325,404304,1287169,0.8,Skilled
12289371,215368,1077245,0.6,Learner
12289377,404304,1287169,0.966666667,Master
12289384,408915,1387312,0.633333333,Learner
12289388,404304,1287169,0.8,Skilled
12289487,404304,1287169,0.566666667,Learner
12289510,470693,1716403,0.633333333,Learner
12289525,497757,1499691,0.166666667,Beginner
12289534,469913,1347212,0.866666667,Expert
12289624,422641,1716592,0.8,Skilled
12289649,411297,1753396,0.566666667,Learner
12289671,486592,1751996,0.466666667,Learner
12289679,486592,1751996,0.533333333,Learner
12289684,526769,1258580,0.5,Learner
12289723,411297,1753396,0.4,Beginner
12289762,486592,1751996,0.433333333,Learner
12289774,486592,1751996,0.333333333,Beginner
12289777,221047,1164373,0.066666667,Beginner
12289803,486592,1751996,0.766666667,Skilled
12289805,470693,1716403,0.7,Skilled
12289871,446943,1515625,0.6,Learner
12289894,470175,1501399,0.8,Skilled
12289905,493692,1501155,0.7,Skilled
12289912,216734,1093580,0.733333333,Skilled
12289920,470175,1501399,0.566666667,Learner
12289936,446943,1515625,0.666666667,Skilled
12290028,470175,1501399,0.6,Learner
12290054,464619,1468238,0.7,Skilled
12290081,216734,1093580,0.566666667,Learner
12290136,470693,1716403,0.833333333,Expert
12290163,470175,1501399,0.533333333,Learner
12290194,446943,1515625,0.433333333,Learner
12290199,470175,1501399,0.6,Learner
12290248,220612,1124692,0.3,Beginner
12290309,464619,1468238,0.633333333,Learner
12290326,408915,1387312,0.133333333,Beginner
12290334,470175,1501399,0.833333333,Expert
12290363,408915,1387312,0.6,Learner
12290377,497830,1501127,0.5,Learner
12290461,497757,1499691,0.6,Learner
12290580,413815,1463057,0.366666667,Beginner
12290608,497623,1559592,0.666666667,Skilled
12290610,404304,1287169,0.933333333,Expert
12290635,404304,1287169,0.8,Skilled
12290682,404304,1287169,0.833333333,Expert
12290705,211749,1104611,0.533333333,Learner
12290924,493008,1534517,0.4,Beginner
12290978,493008,1534517,0.7,Skilled
12291041,493008,1534517,0.533333333,Learner
12291064,490693,1261187,0.666666667,Skilled
12291090,506367,1302920,0.666666667,Skilled
12291138,474938,1533970,0.5,Learner
12291154,490693,1261187,0.433333333,Learner
12291172,499668,1533598,0.266666667,Beginner
12291276,499668,1533598,0.2,Beginner
12291287,216688,1782342,0.266666667,Beginner
12291312,220995,1121867,0.333333333,Beginner
12291514,474410,1535458,0.4,Beginner
12291582,500070,1437964,0.833333333,Expert
12291666,500070,1437964,0.866666667,Expert
12291713,467377,1772321,0.8,Skilled
12291750,467377,1772321,0.866666667,Expert
12291783,467377,1772321,0.8,Skilled
12291851,488837,1533894,0.7,Skilled
12291903,406376,1508132,0.366666667,Beginner
12291922,212770,1202009,0.9,Expert
12291969,492425,1532539,0.533333333,Learner
12291970,488837,1533894,0.633333333,Learner
12292046,492425,1532539,0.666666667,Skilled
12292047,492425,1532539,0.633333333,Learner
12292095,480670,1508575,0.6,Learner
