StudentProfileId,SchCd,StaffID,Score,CompetencyLevel
5701134,417441,1557499,0.266666667,Beginner
5705166,214100,1256227,0.866666667,Expert
5706615,218672,1019222,0.433333333,Learner
5711328,217093,1041053,0.6,Learner
5713847,211825,1254824,0.833333333,Expert
5714380,224007,1767905,0.266666667,Beginner
5714391,224007,1767905,0.1,Beginner
5716245,220264,1774849,0.7,Skilled
5720268,214512,1075843,0.3,Beginner
5721943,478295,1264539,0.4,Beginner
5725795,475374,1559842,0.966666667,Master
5731551,502690,1535729,0.566666667,Learner
5732458,223390,1176502,0.233333333,Beginner
5735310,223644,1506302,0.3,Beginner
5744210,217801,1259793,0.233333333,Beginner
5744495,217919,1063084,0.133333333,Beginner
5751516,409280,1665634,0.766666667,Skilled
5753780,219576,1741874,0.4,Beginner
5758968,217063,1040090,0.233333333,Beginner
5759417,222048,1533354,0.5,Learner
5759484,214376,1047695,0.266666667,Beginner
5759599,223456,1141679,0.2,Beginner
5760423,223437,1093725,0.2,Beginner
5760442,223437,1093725,0.133333333,Beginner
5760448,223437,1093725,0.233333333,Beginner
5760899,215483,1739211,0.5,Learner
5762414,220997,1239710,0.566666667,Learner
5762515,220997,1239710,0.5,Learner
5763822,224138,1778609,0.766666667,Skilled
5768264,223441,1192168,0.2,Beginner
5768270,223441,1192168,0.133333333,Beginner
5769587,219599,1010150,0.466666667,Learner
5774255,222341,1738711,0.166666667,Beginner
5778028,215023,1204167,0.933333333,Expert
5781175,220195,1783912,0.633333333,Learner
5781259,220195,1783912,0.266666667,Beginner
5781617,211407,1010926,0.233333333,Beginner
5785160,464775,1402225,0.933333333,Expert
5789454,484138,1534227,0.166666667,Beginner
5789743,215416,1103253,0.133333333,Beginner
5791984,215944,1254314,0.7,Skilled
5792879,212676,1121174,0.533333333,Learner
5793846,220293,1043593,0.5,Learner
5794861,217524,1062126,0.866666667,Expert
5795071,213103,1015710,0.733333333,Skilled
5795252,220911,1121187,0.633333333,Learner
5800092,214036,1251821,0.7,Skilled
5801012,225216,1259906,0.366666667,Beginner
5801013,213879,1127962,0.566666667,Learner
5801100,215214,1151835,0.8,Skilled
5801103,215214,1151835,0.733333333,Skilled
5801209,212363,1743062,0.4,Beginner
5801225,212229,1788267,0.866666667,Expert
5801226,212229,1788267,0.666666667,Skilled
5801309,225216,1259906,0.266666667,Beginner
5801313,225216,1259906,0.333333333,Beginner
5801315,225216,1259906,0.466666667,Learner
5801316,225216,1259906,0.4,Beginner
5801455,213963,1031865,0.566666667,Learner
5801649,215246,1063881,0.233333333,Beginner
5801952,217511,1254111,0.666666667,Skilled
5802003,213963,1031865,0.2,Beginner
5802188,214305,1064473,0.7,Skilled
5802191,225256,1781103,0.7,Skilled
5802194,225256,1781103,0.733333333,Skilled
5802343,220641,1737359,0.4,Beginner
5802446,219506,1741310,0.466666667,Learner
5802534,211407,1010926,0.3,Beginner
5802633,212303,1771001,0.766666667,Skilled
5802638,212303,1771001,0.6,Learner
5802694,215591,1755392,0.666666667,Skilled
5802742,221441,1257001,0.633333333,Learner
5803009,217482,1056437,0.233333333,Beginner
5803011,217482,1056437,0.566666667,Learner
5803054,221500,1238224,0.433333333,Learner
5803158,217883,1760090,0.466666667,Learner
5803205,217883,1760090,0.466666667,Learner
5803317,217883,1760090,0.266666667,Beginner
5803322,217883,1760090,0.566666667,Learner
5803337,224831,1758119,0.2,Beginner
5803379,214368,1269193,0.8,Skilled
5803522,215055,1076237,0.5,Learner
5803525,215055,1076237,0.466666667,Learner
5803695,224116,1159585,0.666666667,Skilled
5803730,213768,1019198,0.566666667,Learner
5803830,212311,1002812,0.733333333,Skilled
5803922,215544,1760125,0.733333333,Skilled
5804068,225256,1781103,0.733333333,Skilled
5804302,215453,1269857,0.766666667,Skilled
5804313,220186,1050066,0.2,Beginner
5804317,225216,1259906,0.366666667,Beginner
5804331,215453,1269857,0.866666667,Expert
5804342,215453,1269857,0.8,Skilled
5804947,414877,1560632,0.666666667,Skilled
5805203,213463,1238273,0.666666667,Skilled
5805384,220878,1233141,0.366666667,Beginner
5805599,223818,1020845,0.466666667,Learner
5805602,223818,1020845,0.1,Beginner
5805654,472386,1528974,0.2,Beginner
5806166,220814,1745330,0.9,Expert
5806257,220938,1690615,0.366666667,Beginner
5806319,220459,1245170,0.233333333,Beginner
5806391,220076,1131065,0.766666667,Skilled
5806869,215504,1783457,0.766666667,Skilled
5806991,217883,1760090,0.6,Learner
5806995,217883,1760090,0.233333333,Beginner
5807026,220814,1745330,0.433333333,Learner
5807146,213106,1043688,0.7,Skilled
5807284,212335,1570010,0.333333333,Beginner
5807353,213106,1043688,0.733333333,Skilled
5807419,213875,1209099,0.266666667,Beginner
5807442,215246,1063881,0.4,Beginner
5807504,220168,1269072,0.366666667,Beginner
5807523,220891,1260415,0.6,Learner
5807541,212335,1570010,0.233333333,Beginner
5807586,213875,1209099,0.366666667,Beginner
5807675,220982,1705407,1,Master
5807676,220982,1705407,0.966666667,Master
5807681,220982,1705407,1,Master
5807689,213794,1181469,0.366666667,Beginner
5807800,219653,1066693,0.933333333,Expert
5807871,219653,1066693,0.833333333,Expert
5807873,219653,1066693,0.866666667,Expert
5807875,219653,1066693,0.633333333,Learner
5807885,219653,1066693,0.9,Expert
5807962,220781,1564257,0.466666667,Learner
5808022,225164,1227794,0.566666667,Learner
5808241,224097,1165233,0.633333333,Learner
5808389,471308,1280880,0.666666667,Skilled
5808412,215574,1024515,0.733333333,Skilled
5808431,213853,1027088,0.133333333,Beginner
5808432,213853,1027088,0.233333333,Beginner
5808441,213853,1027088,0.533333333,Learner
5808444,213853,1027088,0.666666667,Skilled
5808517,220168,1269072,0.333333333,Beginner
5808577,222618,1740297,0.366666667,Beginner
5808588,219209,1006468,0.2,Beginner
5808655,214763,1251491,0.866666667,Expert
5808660,219936,1000319,0.466666667,Learner
5808760,213968,1238856,0.466666667,Learner
5808815,222618,1740297,0.266666667,Beginner
5808901,215362,1740314,0.166666667,Beginner
5808965,215506,1053536,0.7,Skilled
5808992,224476,1094140,0.266666667,Beginner
5809107,215211,1202046,0.733333333,Skilled
5809210,221725,1238165,0.566666667,Learner
5809275,220953,1171304,0.733333333,Skilled
5809296,213875,1209099,0.266666667,Beginner
5809487,211101,1165351,0.4,Beginner
5809542,219007,1783989,0.766666667,Skilled
5809543,217750,1253925,0.8,Skilled
5809664,213996,1253504,0.166666667,Beginner
5809713,220808,1215227,0.666666667,Skilled
5809746,220808,1215227,0.4,Beginner
5809819,216976,1254070,0.666666667,Skilled
5809822,216976,1254070,0.5,Learner
5810027,219653,1066693,0.866666667,Expert
5810362,216223,1206494,0.966666667,Master
5810376,219403,1259221,0.6,Learner
5810406,213053,1739027,0.4,Beginner
5810428,220664,1252272,0.766666667,Skilled
5810768,221103,1740399,0.433333333,Learner
5811003,217750,1253925,0.866666667,Expert
5811004,221620,1753017,0.233333333,Beginner
5811013,213996,1253504,0.833333333,Expert
5811165,213963,1031865,0.733333333,Skilled
5811245,212199,1057892,0.666666667,Skilled
5811319,216840,1096487,0.833333333,Expert
5811812,214793,1745989,0.7,Skilled
5811880,219866,1640975,0.933333333,Expert
5811958,214305,1064473,0.733333333,Skilled
5812002,214305,1064473,0.9,Expert
5812064,214793,1745989,0.733333333,Skilled
5812072,214793,1745989,0.433333333,Learner
5812149,214051,1076226,0.833333333,Expert
5812405,221741,1757439,0.533333333,Learner
5812771,221725,1238165,0.733333333,Skilled
5812880,219319,1060263,0.6,Learner
5813072,220938,1690615,0.666666667,Skilled
5813076,214086,1569958,0.733333333,Skilled
5813140,214086,1569958,0.6,Learner
5813153,214086,1569958,0.666666667,Skilled
5813235,223136,1146559,0.166666667,Beginner
5813303,214517,1239031,0.433333333,Learner
5813314,220807,1746320,0.6,Learner
5813318,221830,1251991,0.166666667,Beginner
5813393,213536,1120361,0.833333333,Expert
5813695,464015,1569115,0.7,Skilled
5813705,223286,1266790,0.5,Learner
5813740,220219,1269096,0.566666667,Learner
5813805,212272,1014893,0.433333333,Learner
5813808,212272,1014893,0.533333333,Learner
5813994,220465,1121616,0.3,Beginner
5814030,220261,1269162,0.3,Beginner
5814036,220261,1269162,0.3,Beginner
5814063,220261,1269162,0.166666667,Beginner
5814147,222087,1665752,0.4,Beginner
5814207,221710,1753449,0.766666667,Skilled
5814297,221154,1096033,0.566666667,Learner
5814348,220982,1705407,0.933333333,Expert
5814435,498697,1545459,0.966666667,Master
5814671,219370,1009130,0.3,Beginner
5814746,213084,1118721,0.2,Beginner
5814926,219370,1009130,0.166666667,Beginner
5814982,222541,1005894,0.866666667,Expert
5815903,213837,1115420,0.4,Beginner
5815919,213837,1115420,0.1,Beginner
5815933,213837,1115420,0.266666667,Beginner
5815975,213837,1115420,0.233333333,Beginner
5816129,214297,1783128,0.3,Beginner
5816746,213965,1679562,0.166666667,Beginner
5816803,213828,1105775,0.333333333,Beginner
5816817,213828,1105775,0.266666667,Beginner
5816836,213828,1105775,0.4,Beginner
5816846,213828,1105775,0.3,Beginner
5816868,213828,1105775,0.3,Beginner
5816902,222087,1665752,0.7,Skilled
5816928,212664,1090595,0.6,Learner
5817296,221260,1082850,0.7,Skilled
5817300,217482,1056437,0.3,Beginner
5817334,221620,1753017,0.366666667,Beginner
5817392,216866,1018775,0.433333333,Learner
5817397,216866,1018775,0.1,Beginner
5817562,221830,1251991,0.5,Learner
5818456,223942,1102187,0.5,Learner
